id,name,age,role,salary,debt,tax_rate,email
145,Franklin Swafford,22,Manager,1865358,False,0.18928987987790263,thqcusne@example.com
146,Clarence Rodarte,51,Manager,3141632,False,0.19570810453709725,rrawsdos@example.com
147,Stanley Schwartz,40,Analyst,7363953,False,0.28514554111373097,efpzxlp@example.com
148,Fred Walsh,53,Analyst,7124903,True,0.12142697123542777,gwpcbh@example.com
149,Melissa Depue,42,Developer,3479993,True,0.10820754561101398,wkwxvo@example.com
150,Doris Rodriguez,37,Developer,7658843,False,0.18441457994369137,ikswood@example.com
151,Raymond Castellanos,58,Manager,7210415,False,0.11405794421972014,vzrakarx@example.com
152,Hector Mcelvain,35,Developer,7506691,True,0.23728664515694864,wjbwcoyhn@example.com
153,Dorothy Wood,59,Developer,1594222,True,0.25177536998938355,zorfpqv@example.com
154,Karen Garrison,46,Analyst,6107565,True,0.29453585736794713,sqfdalca@example.com
155,Helen Norton,28,Analyst,6343452,True,0.24420105991710964,zbpcr@example.com
156,Mary Grimes,38,Manager,5623316,False,0.15753498196865384,pctmrxxbf@example.com
157,Alvin Henry,28,Developer,4412595,False,0.16781736258887986,fbbxni@example.com
158,Ruth Challenger,44,Analyst,4067608,True,0.2695201264629672,cmbwbf@example.com
159,William Fiume,38,Developer,4379177,False,0.2680276822584922,tmdpd@example.com
160,Christine Mclennan,24,Developer,1724699,False,0.1939653135901498,oefdpphaqe@example.com
161,Scott Lloyd,26,Developer,8603688,False,0.27906928926700797,bhtbsfwldo@example.com
162,Jessica Fry,48,Developer,8555410,False,0.13441435873582816,xiydvh@example.com
163,Elizabeth Shaw,41,Developer,3559457,True,0.15826965677289473,zwvfo@example.com
164,James Legere,23,Designer,8408788,False,0.17252191503865869,zbzlxa@example.com
165,Carlos Thomas,27,Designer,7081247,True,0.2751733257019062,ldlaidiy@example.com
166,George Andrews,45,Analyst,4011333,False,0.1958076651684294,tvqnulyx@example.com
167,Kevin Adame,31,Manager,7840676,True,0.19293076638282713,shdrkceu@example.com
168,Francisco Koewler,27,Analyst,3475400,True,0.18700687330407878,cxidi@example.com
169,Anita Bryant,33,Analyst,6988457,True,0.27334100350500184,lrzqjz@example.com
170,Kelly Davidson,28,Designer,6555305,False,0.13081966803121453,nahqoz@example.com
171,Helen Sydnor,47,Developer,3085770,False,0.17351439152327308,vjopytbti@example.com
172,Ronald Reece,26,Manager,5397603,False,0.21128913964443494,vwohlnm@example.com
173,William Mason,31,Developer,5903340,False,0.21429910980918349,ylmggnjmm@example.com
174,Suzanne Mcdaniel,53,Developer,7466890,False,0.23807778029899782,ipkyilj@example.com
175,Josphine Rutledge,40,Manager,8087589,False,0.2973672662493426,sdwgrwnsje@example.com
176,Nathaniel Walker,37,Analyst,7384165,True,0.16296947683684432,skwhityn@example.com
177,John Stephen,35,Analyst,6715053,True,0.2845601770417118,itmypt@example.com
178,Dana Foxman,59,Designer,5604521,False,0.2283002838599288,udzowbyct@example.com
179,Mary Peacock,53,Developer,8531043,True,0.19474748128223174,bejgqvwdt@example.com
180,Gregory Blanks,31,Designer,7978858,False,0.18800682016165599,bbtuyi@example.com
181,Jim Wingo,37,Developer,1909325,False,0.29906811892155283,gdcol@example.com
182,Kenneth Flansburg,54,Designer,3462161,True,0.20862652945231047,wayti@example.com
183,Craig Weeks,53,Developer,4187699,False,0.10682894344760681,hyvedx@example.com
184,Nathaniel Weber,27,Developer,3954842,False,0.25685246283610014,gbpdaorfrg@example.com
185,Thomas Schutte,25,Analyst,3648088,False,0.24132693816758735,eyuogzsdle@example.com
186,Vilma Baker,48,Designer,5805248,True,0.1490334352178329,dprvipimx@example.com
187,Edna Hough,23,Developer,4810417,False,0.29726527353048693,qkkbbx@example.com
188,Alejandro Prewett,55,Manager,8718687,False,0.14064232876953636,wjlheese@example.com
189,Jonathan Hodge,41,Manager,7464230,False,0.15767010010795773,xhgvtols@example.com
190,Rose Merrill,33,Developer,7269544,True,0.2912525041303914,mswijnf@example.com
191,Herman Martinez,42,Analyst,8912169,False,0.13120057678605607,ykycg@example.com
192,Rickey Richards,29,Developer,7099142,False,0.14876421301126458,dqaqkiqhqu@example.com
193,Amada Martin,34,Analyst,4280491,False,0.23865261866826806,dpimvquyxo@example.com
194,Randall Zimmerman,49,Analyst,2306748,True,0.2998506533062707,kvsltvahnz@example.com
195,Michael Wild,22,Developer,1849055,False,0.1795012625309965,dgvvipp@example.com
196,Richard White,42,Manager,2660886,True,0.27955941223640796,hwcvcrsghx@example.com
197,Benjamin Miller,39,Designer,7637967,False,0.19276932597864077,tekxrhrov@example.com
198,Kelley Sanchez,45,Analyst,4510892,False,0.19414117565511743,bwwxgjhow@example.com
199,Gerald Mccormick,32,Analyst,5211051,True,0.28053004720301306,lsczrgqzu@example.com
200,Clifford Mclaurin,24,Analyst,1530754,False,0.1230951663288466,agbmib@example.com
201,Leslie Leslie,22,Analyst,7258376,False,0.26697176295217073,gizwbf@example.com
202,Mathew Bryant,54,Analyst,5865546,False,0.24937408445548864,qlplo@example.com
203,Benjamin Moskovitz,47,Manager,5754213,True,0.201706313909476,rkliybtn@example.com
204,Christopher Greenwood,51,Manager,2899187,False,0.1766999638315602,iobxo@example.com
205,Donald Osteen,35,Designer,5852637,False,0.17922660712736294,plxfdxy@example.com
206,Joseph Belisle,54,Manager,5090087,False,0.2180082748768425,vechgxjqim@example.com
207,Adrian Lampkin,55,Manager,4563568,False,0.10154805914752768,luwmgth@example.com
208,Megan Gauthier,42,Developer,3989517,True,0.15351321980419805,sruaumqoq@example.com
209,Jennifer Kennedy,56,Analyst,3116294,False,0.2463954331150025,rfirn@example.com
210,Gilberto Rutherford,55,Analyst,2636854,False,0.2414349042046637,hdbom@example.com
211,Frank Lipsky,47,Designer,7889548,True,0.10443403620862467,ifsjnx@example.com
212,Chad Thomas,34,Designer,3354097,True,0.1670129390480957,azgccf@example.com
213,Michael Sauceda,57,Designer,3960492,False,0.2224316673343147,wpzdb@example.com
214,Emanuel Havens,43,Manager,5537177,True,0.2846844963264046,rvxohxhawy@example.com
215,Joanna Rubio,59,Manager,1990775,False,0.23764210499621066,pcopmdcmb@example.com
216,Gerald Kiley,24,Analyst,2629954,False,0.24783710471490894,svrqocup@example.com
217,James Williams,59,Developer,3622283,True,0.24923610751763217,sozillkd@example.com
218,Lawrence Woods,34,Manager,6779122,False,0.10080363648095594,nhwiypnpb@example.com
219,Freddy Fagan,44,Manager,6696630,False,0.24750430613228327,iisjmfq@example.com
220,Jamie Courtney,55,Analyst,2114600,False,0.27011238565114093,ynclgwclo@example.com
221,Dorothy Gomez,29,Analyst,7591165,True,0.1110261223923867,xhhbpa@example.com
222,Jonathan Harness,27,Designer,3354708,False,0.1715184637560245,gpwndt@example.com
223,Becky Ayala,46,Manager,7954161,False,0.10207282125452853,qrwtrtb@example.com
224,Joel Redinger,47,Designer,3243357,True,0.13707930728967588,bbjkcfoff@example.com
225,Krystal Hamilton,47,Developer,6290248,False,0.15640408915929285,dinufut@example.com
226,Abdul Conyers,28,Analyst,2315875,True,0.15016728498375348,jmqcqyoizi@example.com
227,Mary Daniel,49,Designer,6635772,True,0.28803580023382813,kvozutwb@example.com
228,Angela Chamberlain,60,Manager,1723733,False,0.243204629257757,fhhkqzygs@example.com
229,John Schlick,27,Analyst,6882808,False,0.14881122088050971,secvwe@example.com
230,Donna Bedolla,24,Designer,6501870,False,0.12108396647214417,uvetlpy@example.com
231,Bernard Dobbins,53,Developer,5498148,True,0.12103269436233338,niefzvjwm@example.com
232,Michelle Bell,41,Developer,3495551,False,0.2662679312405025,lvnkud@example.com
233,Justin Hardin,26,Analyst,7748022,False,0.12751918396721132,kqcowvaodd@example.com
234,Amy Ponzi,51,Designer,1663717,True,0.22137555642927043,cpuuqik@example.com
235,Janie Gebauer,27,Analyst,5803229,True,0.28349902549081785,ekzcllyji@example.com
236,Mozelle Sites,43,Manager,6553330,True,0.1806683838539588,hwatmbmqvw@example.com
237,Ruth Blackwell,30,Developer,5419019,False,0.21188523117877162,pkywqzz@example.com
238,Tracy Blue,42,Developer,4642220,False,0.1132066222077514,hrkcrbwf@example.com
239,Nelson Praino,46,Analyst,6652342,False,0.2916324299542213,kvrdfiuaix@example.com
240,Marcus Wilson,46,Designer,2491023,True,0.234513023868476,hjklskcvp@example.com
241,Daisy Linder,52,Developer,4286348,True,0.2205664569503411,vblqmttw@example.com
242,Alma Zajac,38,Manager,8806162,True,0.2632650880976771,jeuntt@example.com
243,Miguel Deese,28,Manager,3646394,False,0.15182568857948783,esywx@example.com
244,Joseph Ales,41,Manager,3555024,True,0.11422524643619081,hdgkhseyd@example.com
245,Emily Rios,27,Developer,7077079,True,0.2813214343008603,aejmaz@example.com
246,Ouida Baker,44,Designer,4520486,False,0.29090780955208695,cmkkm@example.com
247,Patrick Edwards,45,Developer,1862194,True,0.11214151206319463,rcubfc@example.com
248,Robert Sharpe,46,Developer,3645996,False,0.23076550547702426,qgssgcjoeu@example.com
249,Claudette Hall,56,Manager,7472410,True,0.10732024488959156,opzfny@example.com
250,Alejandrina Otis,55,Developer,6448009,True,0.1978806289244096,amafr@example.com
251,Joseph White,28,Manager,3239669,False,0.21018693899160898,menedkjr@example.com
252,Faye Proctor,31,Manager,6893791,True,0.19088810279519794,tmlprfdp@example.com
253,Bruce Bluhm,56,Analyst,6210894,False,0.20773483857267888,rhuhiqcnn@example.com
254,Bernard Raman,51,Designer,2968775,True,0.18278700527670683,xarcrmorlw@example.com
255,Judy Castanada,37,Analyst,6444916,False,0.1070188488070293,afpirnal@example.com
256,Joann Green,39,Designer,1749141,False,0.24895459597035394,arudfnwjii@example.com
257,Victor Dixon,28,Analyst,5142523,False,0.24992936062101728,irrke@example.com
258,Nicholas Baker,36,Developer,8064884,False,0.11472121514155308,kfdily@example.com
259,Robin Light,37,Manager,7214353,True,0.27625833560234725,bkdwvphye@example.com
260,Barbara Hatton,55,Developer,5019097,True,0.27040664483438015,qzmjqz@example.com
261,Joyce Reitan,32,Designer,1726776,False,0.13990787549463038,qhizdw@example.com
262,Angela Walton,53,Designer,6550705,False,0.15354744682490917,pcgkbe@example.com
263,Robert Anderson,43,Developer,2818783,False,0.2574475780657045,bxzezx@example.com
264,Karen Corrales,25,Analyst,5071776,False,0.11155405667479118,mehbos@example.com
265,Wanda Rodgers,41,Designer,2901381,True,0.10632677231927856,cbveugu@example.com
266,Donna Mckinney,58,Analyst,6658096,True,0.24903483719214276,hkwgdu@example.com
267,Doris Lafrance,42,Developer,7934171,False,0.1851229107897285,cflsmya@example.com
268,Mildred Raheja,51,Manager,2822256,True,0.2357180372362909,obdrtxja@example.com
269,Lee Valdez,60,Analyst,5952549,False,0.197048028248164,rddmhnlvd@example.com
270,Edward Oneill,28,Developer,5128711,False,0.2949594577144957,paqlevcbsh@example.com
271,Ramona Berry,32,Designer,4571805,False,0.15386199455542748,bckigcxmt@example.com
272,Jung Leonardo,32,Designer,6137813,False,0.2143445377837171,oqetxvz@example.com
273,Kenneth Graber,25,Developer,2207177,True,0.18027793309965368,fxubu@example.com
274,Beth Cradduck,42,Analyst,7266157,False,0.2090848137380827,pvdotgkebk@example.com
275,Ann Castro,48,Analyst,3977328,False,0.23162405358519567,fvumcifcz@example.com
276,Kelly Garcia,49,Manager,3409165,False,0.17840849260689345,sentypsqt@example.com
277,James Brown,30,Developer,6714934,True,0.2639411709774908,dmlrviqpe@example.com
278,Emanuel Goldsmith,45,Analyst,2118738,False,0.1160430917883329,ejirkd@example.com
279,Brian Lopez,28,Developer,5966408,False,0.2925035951276792,vhqiursxc@example.com
280,Matthew Fernandez,27,Developer,6711960,False,0.10234813579392213,btoqzsgj@example.com
281,Paula Hearn,35,Analyst,4641321,False,0.2700835619766914,lrubc@example.com
282,Adele Mccowin,49,Designer,6022323,True,0.191643889558699,zsmjea@example.com
283,Richard Bouska,25,Developer,4577972,False,0.23928809701303821,dmjid@example.com
284,Patricia Teixeira,48,Designer,6207227,True,0.1566894197423636,igctbbs@example.com
285,Mitchell Lindberg,50,Analyst,2196646,True,0.21931729214315626,hlqgzagu@example.com
286,Josephine Guidry,41,Analyst,4176444,False,0.186205953002715,dgmff@example.com
287,Amy Delia,49,Analyst,1813603,False,0.272198905110277,ftiajb@example.com
288,Virginia Graves,32,Analyst,8067785,True,0.13374663656350597,fekmtjf@example.com
289,Cindy Johnston,43,Designer,7667700,False,0.20590853829767453,dbqerkvzci@example.com
290,Theresa Mclean,33,Analyst,3601695,True,0.12671856332294235,klpsikd@example.com
291,Stanley Eisenberg,38,Developer,6784321,False,0.1325113892881672,qctfmira@example.com
292,Richard Williams,42,Manager,6640635,True,0.23587012591435325,yqrwz@example.com
293,Joseph Rudolph,37,Designer,3727739,True,0.10168162721133411,jkomkfdt@example.com
294,Kimberly Morin,31,Analyst,6528693,False,0.24051546136685553,snqgbar@example.com
295,Christine Spicer,36,Analyst,7281643,False,0.17050377074908624,qlmpuzare@example.com
296,Margaret Eis,51,Analyst,8933265,True,0.28010140685068274,brrex@example.com
297,Brandon Hamilton,40,Designer,2822115,False,0.11531309037378244,bsmdauqs@example.com
298,Robert Faber,60,Developer,7774941,False,0.1978542018412095,dyufk@example.com
299,Ezra Osborn,39,Developer,7136317,True,0.13796273043993293,bcwukjuqvb@example.com
300,Leslie Duncan,42,Analyst,1808006,True,0.21157506212595711,boeblbsxw@example.com
301,Ken Wingate,23,Manager,5038091,True,0.23298264788814155,zcksai@example.com
302,Kristin Jackson,41,Designer,6335023,False,0.2470980922703693,juwidyzaun@example.com
303,Dana Crespino,60,Analyst,2231453,False,0.22414373358073042,bvbdggiii@example.com
304,Paul Simmons,39,Manager,8307004,False,0.26100641089988197,rpzqk@example.com
305,Edie Walsh,55,Manager,8456683,True,0.2839226871085131,xslwgkihm@example.com
306,Annie Harris,25,Developer,6125828,True,0.2833346654363094,bewhy@example.com
307,Bennie Gonzales,46,Manager,5375760,True,0.22344788218451916,wvjhwliukd@example.com
308,Milton Duncan,46,Manager,4874692,False,0.29242163483676387,nfjemcw@example.com
309,Tina Ramirez,23,Analyst,2183311,True,0.22685408372701543,tpcoscgtqh@example.com
310,Christopher Reynolds,57,Designer,5010778,True,0.25998193974302997,uaviluwm@example.com
311,Albertina Powell,38,Developer,6939630,False,0.21783952774952398,acphfoy@example.com
312,Irvin Barela,37,Analyst,8350152,False,0.1723778424641615,bhgvbm@example.com
313,Robert Pospisil,29,Designer,6841061,True,0.1995372510621459,nmzwgig@example.com
314,Joseph Mcrae,53,Developer,2422690,True,0.28962639193579753,gpymgpspiy@example.com
315,Michael Norrell,51,Developer,1735996,False,0.15027314032651173,ekqno@example.com
316,Delbert Price,55,Developer,8841465,False,0.2545481064987468,ayrwuhs@example.com
317,William Santiago,34,Designer,4145254,True,0.14507060386160237,asifimzoe@example.com
318,Maria Wertman,24,Manager,2277367,True,0.197002272573103,mmtnflcxp@example.com
319,Colette Harry,54,Manager,6798688,True,0.16179346589467405,pzwpswtrh@example.com
320,Jeffrey Bradford,52,Analyst,2464357,True,0.12198858800223855,oxfdrgyzmd@example.com
321,Diana Powell,41,Developer,8155255,False,0.2398184776299554,phgsuede@example.com
322,Ruth Trunzo,39,Analyst,3688737,True,0.12613524551317995,wwtyg@example.com
323,Ruby Reder,43,Designer,3275821,False,0.2903376521244789,tqogolt@example.com
324,Ada Santiago,44,Designer,7628573,False,0.2729833166563379,bopohk@example.com
